row_id,area__rucc,area__urban_influence,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician,yr,poverty_rate
2801,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.563,0.039,0.153,0.083,0.52,0.207,0.244,0.006,0,0.983,0.003,0.005,0.0998003992,0.4261477046,0.3383233533,0.1357285429,11,14,0.347,0.234,0.111,0.079,0.175,0.279,10,,,6060,3009,b,11.4
2805,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.367,0.076,0.261,0.118,0.492,0.226,0.181,0.031,0.007,0.703,0.202,0,0.1669941061,0.3467583497,0.3418467583,0.1444007859,11,13,0.37,0.221,0.115,0.076,,0.366,11,,41.75,1440,1849,b,19.5
2807,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.497,0.062,0.187,0.053,0.496,0.233,0.173,0.007,0.014,0.943,0.004,0,0.1493440969,0.4308779011,0.2875882947,0.1321897074,12,11,0.367,0.291,0.131,0.079,0.139,0.337,14,,10.66,2079,1990,a,19
2809,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.479,0.068,0.167,0.087,0.518,0.201,0.174,0.009,0.012,0.957,0.003,0.005,0.1350546177,0.4478649454,0.2472691162,0.1698113208,11,11,0.315,0.255,0.101,0.067,0.256,0.277,13,,19.63,2209,1959,b,17.1
2810,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.536,0.047,0.211,0.088,0.512,0.251,0.15,0.013,0,0.95,0.007,0.011,0.1165829146,0.4522613065,0.2683417085,0.1628140704,13,9,0.298,0.209,0.123,0.074,0.128,0.326,14,,22.35,4370,2359,a,12.3
2812,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.557,0.04,0.076,0.026,0.508,0.234,0.158,0.045,0.001,0.909,0.004,0.026,0.03303303303,0.2452452452,0.3023023023,0.4194194194,10,8,0.245,0.167,0.082,0.056,0.242,0.191,12,-0.11,7.63,1209,729,b,5.7
2813,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.357,0.066,0.299,0.147,0.464,0.233,0.159,0.036,0.083,0.633,0.203,0.001,0.2,0.379,0.298,0.123,13,16,0.347,0.254,0.132,0.086,,0.342,10,,27.58,6790,6169,b,25.5
2815,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.337,0.07,0.42,0.114,0.508,0.294,0.131,0.319,0.041,0.595,0.029,0.004,0.310139165,0.3429423459,0.2693836978,0.07753479125,17,9,0.38,0.22,0.15,0.073,0.156,0.317,11,9.53,35.38,4330,1720,b,21.5
2816,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.406,0.084,0.221,0.071,0.541,0.21,0.155,0.007,0.74,0.244,0.004,0,0.2308457711,0.4039800995,0.2059701493,0.1592039801,13,12,0.396,0.175,0.163,0.138,,0.318,13,,31.68,7110,2240,b,37.6
2817,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.536,0.062,0.129,0.042,0.513,0.232,0.173,0.012,0,0.971,0,0.003,0.07114228457,0.373747495,0.3246492986,0.2304609218,10,11,0.293,,0.091,0.06,,0.287,12,,19.29,6429,4230,b,10.5
2819,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.493,0.073,0.147,0.059,0.511,0.202,0.194,0.042,0.001,0.93,0.004,0.005,0.114,0.464,0.27,0.152,9,12,0.333,0.3,0.117,0.078,0.168,0.302,12,1.24,18.26,2430,2240,b,12.5
2820,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.39,0.056,0.159,0.064,0.448,0.216,0.111,0.072,0.314,0.563,0.003,0.018,0.1187308086,0.340839304,0.3275332651,0.2128966223,11,6,0.354,0.257,0.127,0.076,0.18,0.271,12,,14.05,5320,6149,a,9
2821,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.575,0.026,0.106,0.057,0.502,0.213,0.164,0.045,0.015,0.911,0.006,0.016,0.07807807808,0.2842842843,0.3563563564,0.2812812813,11,7,0.31,,0.067,0.034,,0.203,13,,14.73,1390,1380,a,11.2
2822,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.419,0.042,0.125,0.047,0.489,0.221,0.196,0.031,0.028,0.911,0.01,0.005,0.1146881288,0.3561368209,0.3340040241,0.1951710262,11,12,0.314,0.17,0.113,0.063,0.153,0.28,8,,17.59,1220,1449,b,15.5
2828,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.427,0.084,0.279,0.094,0.505,0.291,0.103,0.497,0.082,0.321,0.009,0.071,0.212,0.26,0.337,0.191,15,6,0.284,0.161,0.07,0.057,0.176,0.207,10,8.17,13.11,1659,1809,b,19.6
2829,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.524,0.035,0.308,0.224,0.492,0.207,0.199,0.198,0.007,0.79,0.011,0.012,0.1103238866,0.3107287449,0.2965587045,0.282388664,8,9,0.293,,0.109,0.058,,0.27,9,,34.64,2689,2650,b,11.3
2833,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Mining-dependent,0.463,0.071,0.325,0.112,0.508,0.27,0.128,0.198,0.005,0.404,0.383,0.005,0.1757575758,0.3242424242,0.3515151515,0.1484848485,15,9,0.309,0.226,0.092,0.072,0.129,0.228,10,7.9,26.4,1369,1730,a,19
2838,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.469,0.059,0.267,0.065,0.513,0.236,0.137,0.045,0.135,0.779,0.03,0.017,0.2539840637,0.3874501992,0.2001992032,0.1583665339,13,9,0.354,0.229,0.105,0.088,0.169,0.339,12,4.6,22.06,2359,2479,a,14.5
2840,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.479,0.033,0.217,0.119,0.516,0.213,0.248,0,0,0.975,0.01,0.006,0.1092184369,0.4128256513,0.3126252505,0.1653306613,8,11,0.309,0.174,0.109,,0.165,0.301,12,,,2919,3020,a,12.7
2844,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.504,0.059,0.121,0.048,0.525,0.199,0.188,0.009,0.062,0.903,0,0.004,0.0918065153,0.3879565647,0.2912142152,0.2290227048,10,12,0.316,0.186,0.121,0.073,0.138,0.289,14,4.9,12.02,2020,2570,a,12.3
2845,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.514,0.061,0.201,0.057,0.519,0.245,0.151,0.018,0.121,0.845,0.013,0.008,0.1808191808,0.4185814186,0.2577422577,0.1428571429,13,11,0.328,0.236,0.111,0.087,0.149,0.343,13,,20.64,1800,1700,b,21.5
2846,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.516,0.053,0.157,0.074,0.521,0.213,0.142,0.058,0.101,0.781,0,0.047,0.08608608609,0.1881881882,0.2112112112,0.5145145145,11,7,0.273,0.125,0.105,0.061,0.138,0.204,13,,10.24,1250,720,b,8.6
2848,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.486,0.067,0.142,0.07,0.514,0.201,0.173,0.013,0.019,0.949,0,0.004,0.1332684825,0.4445525292,0.2490272374,0.173151751,11,10,0.359,0.249,0.098,0.079,0.25,0.26,13,,19.74,2349,1710,a,16.4
2850,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.431,0.054,0.244,0.057,0.505,0.27,0.123,0.058,0.198,0.665,0.014,0.031,0.2034587996,0.3916581892,0.2695829095,0.1353001017,14,7,0.336,0.233,0.102,0.083,0.181,0.311,12,7.3,14.52,3920,3409,a,16.7
2852,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Manufacturing-dependent,0.391,0.091,0.247,0.074,0.49,0.229,0.17,0.017,0.006,0.95,0,0.003,0.3063700708,0.3710819009,0.2295247725,0.09302325581,10,12,0.322,0.211,0.105,0.094,,0.356,14,,46.72,3470,2549,b,25.2
2853,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.339,0.096,0.283,0.068,0.511,0.234,0.187,0.053,0.551,0.398,0.004,0.006,0.2112537019,0.444225074,0.2359328727,0.1085883514,13,14,0.37,0.364,0.148,0.119,,0.353,12,18.74,32.51,3030,1060,b,32.1
2855,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.448,0.066,0.197,0.06,0.517,0.209,0.188,0.022,0.086,0.871,0,0.006,0.1111111111,0.4616161616,0.2555555556,0.1717171717,10,12,0.339,0.248,0.121,0.084,0.19,0.312,14,6.5,12.03,1959,1919,a,17.2
2856,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Recreation,0.385,0.083,0.255,0.161,0.505,0.19,0.263,0.166,0.018,0.781,0.034,0.019,0.1574167508,0.3582240161,0.3693239152,0.1150353179,9,14,0.265,0.271,0.111,0.074,0.16,0.311,11,8,19.83,2599,2230,a,17.3
2858,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.408,0.069,0.242,0.061,0.492,0.239,0.171,0.006,0.005,0.964,0.008,0.01,0.2281746032,0.4236111111,0.2549603175,0.09325396825,13,11,0.337,0.298,0.126,0.073,0.076,0.344,14,,23.94,2879,1730,a,24.4
2859,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.362,0.083,0.274,0.083,0.49,0.22,0.164,0.076,0.532,0.385,0.007,0.009,0.1884920635,0.3571428571,0.2728174603,0.181547619,12,13,0.358,0.235,0.157,0.148,0.122,0.357,11,10.93,24.91,2659,1280,b,33.1
2861,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.381,0.066,0.273,0.068,0.449,0.181,0.173,0.012,0.508,0.465,0,0.002,0.2346534653,0.401980198,0.2336633663,0.1297029703,11,12,0.355,0.224,0.148,0.142,0.109,0.336,11,,19.23,4929,2409,b,27.3
2865,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.52,0.043,0.188,0.065,0.515,0.229,0.156,0.013,0.047,0.91,0.004,0.012,0.1606960082,0.3899692938,0.2610030706,0.1883316274,13,12,0.317,0.233,0.092,0.083,0.106,0.286,10,,15.97,1920,1140,a,18
2866,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.536,0.04,0.183,0.066,0.497,0.234,0.156,0.067,0.044,0.852,0,0.014,0.118902439,0.3058943089,0.2825203252,0.2926829268,11,8,0.307,0.216,0.102,0.063,0.149,0.254,13,2.7,13.29,7390,2289,a,7.2
2868,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.396,0.067,0.229,0.071,0.519,0.218,0.217,0.031,0.334,0.618,0.005,0.011,0.1755424063,0.3372781065,0.2869822485,0.2001972387,11,13,0.323,0.3,0.134,0.124,,0.282,12,,17.32,2940,1230,a,18.8
2871,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Recreation,0.547,0.105,0.189,0.049,0.506,0.224,0.179,0.015,0.002,0.921,0.026,0.015,0.06487025948,0.2624750499,0.3453093812,0.3273453094,9,12,0.291,0.223,0.1,0.068,0.199,0.19,11,,12.19,1149,779,b,12
2872,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.294,0.154,0.262,0.137,0.503,0.311,0.127,0.061,0.01,0.2,0.727,0.01,0.2283702213,0.338028169,0.3209255533,0.1126760563,14,8,0.318,0.19,0.148,0.07,0.143,0.241,10,13.11,59.42,1639,2490,b,32.8
2873,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.535,0.035,0.162,0.078,0.483,0.242,0.179,0.015,0.001,0.953,0.012,0.005,0.06484295846,0.3373860182,0.3829787234,0.2147922999,8,9,0.324,0.121,0.095,0.066,0.103,0.292,11,,,2049,2030,b,10.1
2875,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.552,0.017,0.136,0.058,0.492,0.221,0.102,0.029,0.036,0.898,0.013,0.027,0.05210420842,0.2074148297,0.371743487,0.3687374749,16,6,0.27,0.163,0.071,0.05,0.209,0.207,11,,5.89,1399,860,a,11.3
2876,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.445,0.069,0.28,0.12,0.502,0.241,0.156,0.034,0.088,0.85,0.007,0.008,0.183550652,0.408224674,0.2527582748,0.1554663992,12,11,0.314,0.248,0.113,0.088,0.16,0.268,13,5.18,35.25,28129,5580,b,19.4
2878,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.54,0.039,0.162,0.088,0.501,0.236,0.171,0.029,0.015,0.942,0.016,0.004,0.07278165503,0.405782652,0.3240279163,0.1974077767,9,9,0.326,0.181,0.106,0.063,0.191,0.217,8,,27.53,6269,1569,a,8.6
2879,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.574,0.043,0.127,0.049,0.509,0.243,0.133,0.033,0.048,0.877,0.005,0.023,0.05289421158,0.2564870259,0.3323353293,0.3582834331,12,7,0.301,0.174,0.073,0.074,0.23,0.218,12,1.7,7.21,1840,2090,a,5.8
2880,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.425,0.032,0.343,0.179,0.483,0.277,0.107,0.439,0.013,0.507,0.018,0.021,0.312007874,0.2755905512,0.218503937,0.1938976378,18,8,0.315,0.153,0.093,0.061,,0.313,12,,29.7,3669,2360,b,14.2
2881,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.492,0.083,0.274,0.094,0.515,0.216,0.193,0.056,0.009,0.906,0.011,0.012,0.1347869177,0.3557978196,0.3230921705,0.1863230922,12,10,0.303,0.303,0.115,0.086,0.098,0.297,11,,17.33,3340,1119,a,15.9
2882,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.583,0.03,0.151,0.071,0.503,0.221,0.212,0.021,0,0.958,0,0.008,0.05765407555,0.4453280318,0.324055666,0.1729622266,13,13,0.335,0.19,0.107,0.066,0.209,0.293,9,,20.03,1690,1659,b,10.4
2883,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.534,0.045,0.228,0.111,0.505,0.225,0.155,0.173,0.104,0.645,0.005,0.042,0.07113821138,0.2347560976,0.337398374,0.3567073171,10,8,0.255,0.178,0.106,0.081,0.205,0.213,11,3.7,8.76,1870,1350,a,11.5
2884,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.488,0.05,0.161,0.051,0.495,0.272,0.138,0.018,0.011,0.94,0.001,0.004,0.1022044088,0.4388777555,0.2975951904,0.1613226453,11,9,0.316,0.195,0.111,0.064,0.151,0.262,13,,10.61,4519,2339,b,10.8
2885,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.661,0.033,0.259,0.157,0.493,0.225,0.218,0.047,0,0.907,0.035,0.003,0.1104356636,0.3748733536,0.3029381966,0.2117527862,10,4,0.201,0.117,0.075,0.093,0.196,0.174,10,,,2020,,a,15.5
2886,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.407,0.076,0.223,0.144,0.502,0.217,0.25,0.184,0.003,0.656,0.156,0.004,0.1616465863,0.3042168675,0.3704819277,0.1636546185,12,14,0.267,0.246,0.102,0.084,0.154,0.268,10,10.01,30.4,2079,1429,b,24.8
2887,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.411,0.069,0.232,0.085,0.505,0.245,0.188,0.019,0.009,0.95,0.005,0.009,0.1558704453,0.3927125506,0.3016194332,0.1497975709,12,13,0.321,0.266,0.124,0.075,0.127,0.302,11,5.8,26.5,2880,1260,a,20.6
2888,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.425,0.072,0.244,0.08,0.516,0.238,0.141,0.023,0.302,0.654,0.007,0.008,0.206,0.297,0.335,0.162,11,10,0.355,0.247,0.168,0.1,0.133,0.355,12,7.9,31.8,4050,3560,a,19.1
2889,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.464,0.044,0.33,0.199,0.475,0.217,0.246,0.033,0,0.93,0.011,0.007,0.07329317269,0.4327309237,0.297188755,0.1967871486,7,9,0.294,,0.097,,0.167,0.277,11,,,,860,b,19.7
2891,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.473,0.054,0.205,0.067,0.551,0.201,0.102,0.113,0.225,0.591,0.009,0.032,0.09375,0.2671370968,0.2671370968,0.3719758065,15,7,0.298,0.248,0.084,0.096,,0.226,13,,5.89,580,700,a,16.8
2892,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.32,0.097,0.278,0.096,0.424,0.186,0.156,0.128,0.348,0.511,0.007,0,0.2671370968,0.4949596774,0.1522177419,0.08568548387,8,9,0.299,0.265,0.119,0.114,,0.303,13,9.91,18.18,9850,2670,b,33.3
2893,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.511,0.029,0.197,0.105,0.495,0.228,0.227,0.025,0.01,0.957,0.008,0.006,0.07755102041,0.4020408163,0.3857142857,0.1346938776,11,11,0.328,0.09,0.089,,0.225,0.33,12,,,,,b,12.7
2894,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.481,0.067,0.135,0.058,0.483,0.206,0.2,0.018,0.025,0.948,0.008,0.004,0.09849246231,0.432160804,0.3206030151,0.1487437186,9,10,0.281,0.228,0.092,0.063,0.235,0.211,12,,27.13,2039,1840,a,14.7
2896,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.451,0.042,0.309,0.085,0.495,0.237,0.169,0.056,0.012,0.912,0.022,0.002,0.2117882118,0.4605394605,0.2177822178,0.1098901099,12,12,0.325,0.3,0.125,0.069,0.174,0.31,11,,33.05,5229,5210,a,18.1
2897,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.46,0.066,0.217,0.066,0.489,0.211,0.095,0.073,0.416,0.437,0,0.03,0.1266331658,0.2633165829,0.3407035176,0.2693467337,15,8,0.354,0.264,0.102,0.113,0.191,0.252,12,14.11,5.91,1519,1160,b,23.4
2898,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.429,0.086,0.228,0.056,0.536,0.243,0.153,0.035,0.572,0.366,0.009,0,0.2334352701,0.3486238532,0.3180428135,0.0998980632,11,12,0.395,0.213,0.155,0.117,,0.307,12,11.1,18.05,4270,3099,a,27.5
2902,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.386,0.096,0.278,0.089,0.519,0.247,0.176,0.015,0.445,0.516,0.007,0,0.2235410485,0.3184965381,0.2927794263,0.1651829871,10,14,0.362,0.207,0.169,0.145,0.15,0.381,13,,40.38,4869,3809,b,26.2
2906,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Recreation,0.561,0.039,0.183,0.082,0.501,0.164,0.251,0.014,0.045,0.922,0.008,0.003,0.1224086871,0.3889437315,0.2685093781,0.2201382034,11,11,0.289,,0.121,0.085,,0.276,13,,,4609,2319,a,11
2907,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.432,0.05,0.302,0.089,0.499,0.236,0.158,0.057,0.011,0.914,0.011,0.01,0.2206759443,0.4602385686,0.2077534791,0.111332008,13,11,0.33,0.306,0.143,0.065,0.172,0.315,11,,44.06,5240,5250,b,17.9
2909,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.662,0.04,0.192,0.106,0.482,0.209,0.237,0.033,0.006,0.966,0,0.01,0.047,0.416,0.35,0.187,7,3,0.3,,0.108,,,0.286,12,,,,,b,15.6
2912,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.476,0.067,0.117,0.038,0.51,0.219,0.193,0.026,0.001,0.94,0.009,0.024,0.08826479438,0.3891675025,0.3309929789,0.1915747242,11,12,0.296,0.179,0.096,0.057,0.223,0.207,12,2.3,10.3,1229,529,a,11.9
2913,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.394,0.027,0.438,0.285,0.51,0.225,0.243,0.274,0.021,0.688,0.003,0.003,0.2429149798,0.258097166,0.2854251012,0.213562753,7,11,0.289,,0.126,0.118,,0.279,9,,,,,a,16.3
2917,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.337,0.118,0.249,0.071,0.513,0.239,0.147,0.033,0.386,0.464,0.111,0.019,0.2108910891,0.3396039604,0.2881188119,0.1613861386,13,10,0.36,0.243,0.129,0.127,0.086,0.287,12,18.07,23.36,5470,1319,b,28.9
2919,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.455,0.045,0.156,0.039,0.51,0.196,0.24,0.089,0.119,0.756,0.014,0.005,0.1434343434,0.3515151515,0.2777777778,0.2272727273,10,12,0.308,0.195,0.126,0.071,0.183,0.262,12,3.3,19.45,4389,2009,a,12.7
2923,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.477,0.05,0.235,0.088,0.502,0.25,0.144,0.042,0.026,0.82,0.057,0.012,0.1330645161,0.377016129,0.3195564516,0.1703629032,11,9,0.365,0.282,0.116,0.09,0.113,0.32,10,2.1,24.74,3570,2410,a,13
2924,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.506,0.066,0.223,0.066,0.513,0.241,0.131,0.296,0.217,0.436,0.007,0.045,0.1502487562,0.2905472637,0.2338308458,0.3253731343,12,7,0.243,0.152,0.09,0.078,0.16,0.259,11,5,5.84,1209,1429,a,10.3
2927,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.417,0.045,0.276,0.123,0.504,0.223,0.189,0.2,0.03,0.736,0.003,0.007,0.1463168517,0.3814328961,0.2916246216,0.1806256307,11,12,0.311,0.258,0.101,0.095,,0.292,9,4,15.48,2689,1799,a,18.2
2928,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.422,0.06,0.234,0.081,0.475,0.193,0.183,0.043,0.346,0.602,0,0.003,0.2540322581,0.345766129,0.2731854839,0.127016129,9,12,0.332,0.218,0.141,0.076,,0.323,12,,38.54,4550,4290,b,22.8
2929,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.476,0.03,0.256,0.153,0.497,0.317,0.155,0.129,0,0.843,0.018,0.003,0.1114488349,0.2907801418,0.3910840932,0.2066869301,16,9,0.295,0.114,0.081,0.086,0.039,0.246,12,,20.22,1579,1800,b,12.3
2932,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.479,0.027,0.259,0.153,0.466,0.198,0.194,0.371,0.046,0.573,0.008,0.005,0.1952191235,0.3575697211,0.3227091633,0.124501992,11,10,0.293,,0.113,0.071,,0.311,9,,31.01,5929,,a,16.8
2933,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.46,0.062,0.297,0.092,0.514,0.245,0.143,0.044,0.15,0.794,0.003,0.008,0.230387289,0.3286991063,0.3008937438,0.140019861,14,10,0.338,0.3,0.123,0.118,0.113,0.335,12,5.41,30.51,3070,1819,b,16.4
